household_id,enterprise_id,ea_id,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq14,s12bq01a,s12bq01b,s12bq01c,s12bq02,s12bq02_os,s12bq03_1,s12bq03_2,s12bq04,s12bq05,s12bq06_1,s12bq06_2,s12bq07_1,s12bq07_2,s12bq07_os,s12bq08a,s12bq08b,s12bq09_1,s12bq09_2,s12bq09_os,s12bq10,s12bq11_1,s12bq11_2,s12bq11_3,s12bq12,s12bq13,s12bq14,s12bq15a1,s12bq15a2_1,s12bq15a2_2,s12bq15a2_3,s12bq15b1,s12bq15b2_1,s12bq15b2_2,s12bq15b2_3,s12bq16,s12bq17a,s12bq17b,s12bq17c,s12bq17d,s12bq17e,s12bq17f,s12bq18,s12bq19,s12bq20,s12bq21,s12bq22,s12bq23,s12bq24,s12bq25_1,s12bq25_2,s12bq25_3,s12bq25_os
050310010100201010,1,050310010100201,822.5461300309598,5. SOMALI,03,10,1,1,002,01,10,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,8. APRIL,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,2,25,0,2. NO,,,,1. YES,1,,,3000,0. NONE,0. NONE,2500,500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,62. TRANSPORT ROAD - QUALITY,
050310010100201020,1,050310010100201,822.5461300309598,5. SOMALI,03,10,1,1,002,01,20,2. URBAN,Chat trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,5000,500,500,4500,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,141. NONE,,,
050310010100201130,1,050310010100201,822.5461300309598,5. SOMALI,03,10,1,1,002,01,130,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,4,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,8. APRIL,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,2,25,0,2. NO,,,,2. NO,,,,5000,0. NONE,4000,0. NONE,500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,
050310010100201140,1,050310010100201,822.5461300309598,5. SOMALI,03,10,1,1,002,01,140,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,6. BANK OR COOPERATIVE LOAN,,,9. MAY,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,2. NO,,,,7000,0. NONE,5000,0. NONE,1000,0. NONE,1000,2. NO,,2. NO,,2. NO,,0. NONE,61. TRANSPORT ROAD - ACCESS,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,
050310010100201150,1,050310010100201,822.5461300309598,5. SOMALI,03,10,1,1,002,01,150,2. URBAN,Chat trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,5. JANUARY,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,5,20,0,2. NO,,,,1. YES,1,,,3000,0. NONE,2500,0. NONE,100,0. NONE,0. NONE,2. NO,,1. YES,100,2. NO,,10,61. TRANSPORT ROAD - ACCESS,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,
050312010101002052,1,050312010101002,777.8178151260504,5. SOMALI,03,12,1,1,010,02,52,2. URBAN,Hotel,55. ACCOMMODATION,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,3. TRADITIONAL MARKET,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2009,3. TRADERS,1. LOCAL CONSUMERS OR PASSERS-BY,,2. NO,,,,4,25,1,1. YES,1,,,2. NO,,,,25,1500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,25,61. TRANSPORT ROAD - ACCESS,62. TRANSPORT ROAD - QUALITY,,
050312010101002122,1,050312010101002,777.8178151260504,5. SOMALI,03,12,1,1,010,02,122,2. URBAN,Labourer,41. CONSTRUCTION OF BUILDINGS,,6. MOBILE,,1,,1. YES,,1,,10. OTHER (SPECIFY),,Ayemlketwm,9. MAY,2005,3. TRADERS,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,7500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
050312010101002142,1,050312010101002,777.8178151260504,5. SOMALI,03,12,1,1,010,02,142,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,0,2. NO,,,,1. YES,1,,,4500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,80,62. TRANSPORT ROAD - QUALITY,132. TAXATION - UNOFFICIAL LEVIES,,
050405088800906049,1,050405088800906,2208.391384863124,5. SOMALI,04,05,8,88,009,06,49,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,4. DECEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,2. NO,,,,2000,1500,0. NONE,3000,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,60,61. TRANSPORT ROAD - ACCESS,11. ELECTRICITY - ACCESS,63. TRANSPORT - COST,
050405088800906077,1,050405088800906,2208.391384863124,5. SOMALI,04,05,8,88,009,06,77,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,3. NOVEMBER,2006,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,1. YES,1,2,,2000,0. NONE,3000,3000,2000,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,30,61. TRANSPORT ROAD - ACCESS,11. ELECTRICITY - ACCESS,22. TELECOM - QUALITY,
050407010100404009,1,050407010100404,872.1951642006495,5. SOMALI,04,07,1,1,004,04,9,2. URBAN,Collecting and selling wood,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,2. NO,2,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,4. DECEMBER,6. FEBRUARY,7. MARCH,8,10,0,2. NO,,,,2. NO,,,,1500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,,,
050407010100404045,1,050407010100404,872.1951642006495,5. SOMALI,04,07,1,1,004,04,45,2. URBAN,Supermarket,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,1998,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,1. YES,1,,,30000,0. NONE,20000,0. NONE,5000,600,1000,1. YES,500,1. YES,1000,1. YES,1000,5,61. TRANSPORT ROAD - ACCESS,63. TRANSPORT - COST,,
050407010100404117,1,050407010100404,872.1951642006495,5. SOMALI,04,07,1,1,004,04,117,2. URBAN,Tire technician,33. REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,9. MAY,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,20,0,2. NO,,,,1. YES,3,6,,3000,0. NONE,0. NONE,500,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,80,11. ELECTRICITY - ACCESS,83. MARKETS - LOW DEMAND FOR GOODS AND SERVICES PRODUCED,,
050408088800501063,1,050408088800501,2639.80041536864,5. SOMALI,04,08,8,88,005,01,63,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,3. NOVEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,7,20,0,2. NO,,,,2. NO,,,,1000,0. NONE,2000,0. NONE,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,32. WATER - QUALITY,11. ELECTRICITY - ACCESS,,
050506088800603001,1,050506088800603,1415.832804232804,5. SOMALI,05,06,8,88,006,03,1,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,4. DECEMBER,2001,2. MARKET,1. LOCAL CONSUMERS OR PASSERS-BY,,2. NO,,,,12,25,0,2. NO,,,,1. YES,3,4,,4000,0. NONE,2000,0. NONE,600,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,45,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,32. WATER - QUALITY,
050506088800603003,1,050506088800603,1415.832804232804,5. SOMALI,05,06,8,88,006,03,3,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,7. MARCH,2003,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,20,0,2. NO,,,,1. YES,5,6,,3500,0. NONE,2000,0. NONE,500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,40,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,33. WATER - COST,
050506088800603010,1,050506088800603,1415.832804232804,5. SOMALI,05,06,8,88,006,03,10,1. RURAL,Tea room,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,,5. SALE OF ASSETS,,,1. SEPTEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,10,26,2,2. NO,,,,1. YES,2,,,2000,500,500,100,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,10,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,,,
050511010100602010,1,050511010100602,900.0486540378864,5. SOMALI,05,11,1,1,006,02,10,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,2001,2. MARKET,,,2. NO,,,,12,20,0,2. NO,,,,1. YES,2,1,3,3400,0. NONE,2000,1000,400,0. NONE,0. NONE,1. YES,0. NONE,1. YES,400,2. NO,,30,31. WATER - ACCESS,32. WATER - QUALITY,,
050511010100602020,1,050511010100602,900.0486540378864,5. SOMALI,05,11,1,1,006,02,20,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2009,2. MARKET,,,2. NO,,,,12,20,0,2. NO,,,,1. YES,4,3,,4500,0. NONE,2500,1000,800,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,40,31. WATER - ACCESS,63. TRANSPORT - COST,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),
050511010100602040,1,050511010100602,900.0486540378864,5. SOMALI,05,11,1,1,006,02,40,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,2004,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,20,0,2. NO,,,,1. YES,1,,,5000,0. NONE,1500,1000,500,0. NONE,0. NONE,1. YES,400,2. NO,,2. NO,,50,11. ELECTRICITY - ACCESS,32. WATER - QUALITY,33. WATER - COST,
050511010100602060,1,050511010100602,900.0486540378864,5. SOMALI,05,11,1,1,006,02,60,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,9. MAY,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,9. MAY,,,1,8,0,2. NO,,,,2. NO,,,,500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,1,132. TAXATION - UNOFFICIAL LEVIES,,,
050511010100602070,1,050511010100602,900.0486540378864,5. SOMALI,05,11,1,1,006,02,70,2. URBAN,Carpenter,96. OTHER PERSONAL SERVICE ACTIVITIES,,8. CONSTRUCTION SITES,,1,,2. NO,1,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,8. APRIL,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,9. MAY,,,3,16,23,2. NO,,,,2. NO,,,,3000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,80,141. NONE,,,
050511010100602090,1,050511010100602,900.0486540378864,5. SOMALI,05,11,1,1,006,02,90,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,,5. SALE OF ASSETS,,,5. JANUARY,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,8. APRIL,9. MAY,,5,12,0,2. NO,,,,2. NO,,,,600,0. NONE,0. NONE,500,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,5,32. WATER - QUALITY,,,
050511010100602120,1,050511010100602,900.0486540378864,5. SOMALI,05,11,1,1,006,02,120,2. URBAN,Restaurant,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,3. TRADITIONAL MARKET,,6,,1. YES,,6,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,20,0,2. NO,,,,1. YES,1,10,6,3000,0. NONE,1000,0. NONE,0. NONE,0. NONE,0. NONE,1. YES,400,2. NO,,2. NO,,50,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,
050511010100602130,1,050511010100602,900.0486540378864,5. SOMALI,05,11,1,1,006,02,130,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,2,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,7. MARCH,2000,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,20,0,2. NO,,,,1. YES,3,4,7,8500,0. NONE,4000,2000,1000,0. NONE,0. NONE,1. YES,0. NONE,2. NO,,2. NO,,80,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,63. TRANSPORT - COST,
050511010100602140,1,050511010100602,900.0486540378864,5. SOMALI,05,11,1,1,006,02,140,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,2. NO,,,,1500,0. NONE,1000,0. NONE,0. NONE,800,0. NONE,2. NO,,2. NO,,1. YES,300,80,31. WATER - ACCESS,32. WATER - QUALITY,12. ELECTRICITY - QUALITY,
050602088800702003,1,050602088800702,1192.627819237148,5. SOMALI,06,02,8,88,007,02,3,1. RURAL,Selling wood,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,8. CONSTRUCTION SITES,,1,,2. NO,1,1,,1. AGRICULTURAL INCOME,,,4. DECEMBER,2009,2. MARKET,,,2. NO,,,,7,3,0,2. NO,,,,2. NO,,,,450,0. NONE,300,100,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,,,
050602088800702006,1,050602088800702,1192.627819237148,5. SOMALI,06,02,8,88,007,02,6,1. RURAL,Selling wood,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,2,,1. YES,,2,,1. AGRICULTURAL INCOME,,,4. DECEMBER,2009,2. MARKET,,,1. YES,4. DECEMBER,,,5,8,0,2. NO,,,,2. NO,,,,800,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,,,
050611010100206001,1,050611010100206,962.4513368983958,5. SOMALI,06,11,1,1,002,06,1,2. URBAN,Chat trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,10,,1. YES,,10,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,11. JULY,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,11. JULY,12. AUGUST,8. APRIL,5,30,0,2. NO,,,,2. NO,,,,6000,0. NONE,0. NONE,5000,2500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,63. TRANSPORT - COST,92. GOVERNMENT - UNCERTAIN ECONOMIC POLICY,93. GOVERNMENT - RESTRICTIVE LAWS AND REGULATIONS,
050611010101009012,1,050611010101009,810.2268907563026,5. SOMALI,06,11,1,1,010,09,12,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,8,20,0,2. NO,,,,2. NO,,,,1800,0. NONE,500,200,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,61. TRANSPORT ROAD - ACCESS,,,
050701088801207004,1,050701088801207,2586.107106481481,5. SOMALI,07,01,8,88,012,07,4,1. RURAL,Restaurant,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,3. TRADITIONAL MARKET,,1,2,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,2000,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,10,25,0,2. NO,,,,1. YES,3,1,,5000,0. NONE,2500,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,33. WATER - COST,
050701088801207007,1,050701088801207,2586.107106481481,5. SOMALI,07,01,8,88,012,07,7,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,2,,2. NO,2,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,1995,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,20,0,2. NO,,,,1. YES,1,,,3000,0. NONE,0. NONE,1200,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,65,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,33. WATER - COST,
050703088800901004,1,050703088800901,1984.694198790628,5. SOMALI,07,03,8,88,009,01,4,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,,,6. FEBRUARY,2004,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,25,0,2. NO,,,,1. YES,2,,,2000,0. NONE,1500,0. NONE,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,33. WATER - COST,
050703088800901006,1,050703088800901,1984.694198790628,5. SOMALI,07,03,8,88,009,01,6,1. RURAL,Tea room,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,2005,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,11. JULY,,,9,18,0,2. NO,,,,2. NO,,,,1500,0. NONE,0. NONE,1000,0. NONE,300,0. NONE,2. NO,,2. NO,,2. NO,,30,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,33. WATER - COST,
050703088800901007,1,050703088800901,1984.694198790628,5. SOMALI,07,03,8,88,009,01,7,1. RURAL,Tea room,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,8. APRIL,2007,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,10,20,0,2. NO,,,,2. NO,,,,1000,0. NONE,0. NONE,400,0. NONE,300,0. NONE,2. NO,,2. NO,,2. NO,,20,12. ELECTRICITY - QUALITY,32. WATER - QUALITY,33. WATER - COST,
050703088800901009,1,050703088800901,1984.694198790628,5. SOMALI,07,03,8,88,009,01,9,1. RURAL,Tea room,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,4. DECEMBER,2011,2. MARKET,,,1. YES,10. JUNE,,,2,2,0,2. NO,,,,1. YES,1,,,3,0. NONE,1,1,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,33. WATER - COST,,,
050703088800901010,1,050703088800901,1984.694198790628,5. SOMALI,07,03,8,88,009,01,10,1. RURAL,Tea room,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,2,,2. NO,2,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,2. OCTOBER,2009,2. MARKET,,,1. YES,10. JUNE,,,3,30,0,2. NO,,,,2. NO,,,,1,0. NONE,1,5,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,31. WATER - ACCESS,33. WATER - COST,,
050704088801101002,1,050704088801101,1524.370768229167,5. SOMALI,07,04,8,88,011,01,2,1. RURAL,Teacher,78. EMPLOYMENT ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,10. OTHER (SPECIFY),,Quran Teacher,1. SEPTEMBER,2005,7. OTHER (SPECIFY),,Leakababew sewech,2. NO,,,,5,26,0,2. NO,,,,2. NO,,,,4000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
050704088801101006,1,050704088801101,1524.370768229167,5. SOMALI,07,04,8,88,011,01,6,1. RURAL,Tea room,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,5. ROADSIDE,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2007,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,7. MARCH,,,12,20,0,2. NO,,,,2. NO,,,,3000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,40,12. ELECTRICITY - QUALITY,33. WATER - COST,32. WATER - QUALITY,
050704088801101008,1,050704088801101,1524.370768229167,5. SOMALI,07,04,8,88,011,01,8,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,2008,2. MARKET,,,2. NO,,,,3,2,1,2. NO,,,,2. NO,,,,1,0. NONE,0. NONE,2,1,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,62. TRANSPORT ROAD - QUALITY,,,
050704088801101009,1,050704088801101,1524.370768229167,5. SOMALI,07,04,8,88,011,01,9,1. RURAL,Selling fire wood,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,6. MOBILE,,2,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,11. JULY,2009,2. MARKET,,,2. NO,,,,5,28,1,1. YES,2,,,2. NO,,,,2,0. NONE,0. NONE,2,3,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,41. POSTAL SERVICE - ACCESS,,,
050704088801101010,1,050704088801101,1524.370768229167,5. SOMALI,07,04,8,88,011,01,10,1. RURAL,Restaurant,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,1,,2. NO,1,1,,1. AGRICULTURAL INCOME,,,10. JUNE,2007,2. MARKET,,,2. NO,,,,2,1,4,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,6,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,33. WATER - COST,,,
050706010100201060,1,050706010100201,1197.335294117647,5. SOMALI,07,06,1,1,002,01,60,2. URBAN,Selling wood,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,6. MOBILE,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,2. OCTOBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,2,15,0,2. NO,,,,2. NO,,,,1000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,11. ELECTRICITY - ACCESS,21. TELECOM - ACCESS,61. TRANSPORT ROAD - ACCESS,
