ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs6q01,cs6q02,cs6q03_1,cs6q03_2,cs6q03_3,cs6q04_1,cs6q04_2,cs6q04_3,cs6q05,cs6q06,cs6q07,cs6q08,cs6q09,cs6q10,cs6q11,cs6q12,cs6q12_os,cs6q13,cs6q13_os,cs6q14,cs6q14_os,cs6q14a,cs6q14b,cs6q14c,cs6q15,cs6q15_os,cs6q16a,cs6q16a_os,cs6q16b,cs6q16b_os,cs6q16c,cs6q16c_os,cs6q16d,cs6q16d_os,cs6q17a,cs6q17a_os,cs6q17b,cs6q17b_os,cs6q17c,cs6q17c_os,cs6q17d,cs6q17d_os,cs6q18a,cs6q18a_os,cs6q18b,cs6q18b_os,cs6q18c,cs6q18c_os,cs6q18d,cs6q18d_os,cs6q18e,cs6q18e_os,cs6q18f,cs6q18f_os,cs6q18g,cs6q18g_os,cs6q18h,cs6q18h_os
120401088800504,1. RURAL,12. GAMBELA,04,01,8,88,005,04,1. YES,"2,6",9,3,,5,12,,1. Too Much,2. Right time,2. Right time,1. YES,,2. NO,,4. Other (Specify),ayagegnim,4. Other (Specify),ayagegnim,4. Other (Specify),yelem,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",yelem,"9. Not Applicable, explain",yelem,"9. Not Applicable, explain",yelem,"9. Not Applicable, explain",yelem,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,
120401088801403,1. RURAL,12. GAMBELA,04,01,8,88,014,03,1. YES,Bokolo,8,,,3,,,2. The Right Amount,2. Right time,3. Too Late,1. YES,,2. NO,,4. Other (Specify),Madaberra Hayitkemum,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,
130101088800107,1. RURAL,13. HARAR,01,01,8,88,001,07,1. YES,Mashela,8,9,,4,5,,2. The Right Amount,2. Right time,1. Very early,1. YES,,2. NO,,2. Private,,2. Private,,2. Private,,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",Begele_Selmegezy_Akefaafay_Yelem,"9. Not Applicable, explain",Akefafayoch_Yelum,"9. Not Applicable, explain",Geberew_Ayeshetem,"9. Not Applicable, explain",Kegebeya_Selemegezu,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,9. Not Applicable,Kezeh_Befet_Aletelemedem,3. About the Same,,1. Much Worse,,1. Much Worse,,3. About the Same,
130101088800202,1. RURAL,13. HARAR,01,01,8,88,002,02,1. YES,Mashel,8,7,,5,4,,2. The Right Amount,2. Right time,1. Very early,2. NO,15,2. NO,,2. Private,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",Madaberya_Akefafayoch_Yelum,2. Less,,"9. Not Applicable, explain",Shetew_Ayawekum,"9. Not Applicable, explain",Akerab_Yelem,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,2. Worse,,3. About the Same,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,
130101088800208,1. RURAL,13. HARAR,01,01,8,88,002,08,1. YES,Mashel,8,7,,5,4,,2. The Right Amount,2. Right time,1. Very early,2. NO,15,2. NO,,2. Private,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",Madaberya_Akefafayoch_Yelum,2. Less,,"9. Not Applicable, explain",Shetew_Ayawekum,"9. Not Applicable, explain",Akerab_Yelem,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,2. Worse,,3. About the Same,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,
130101088800309,1. RURAL,13. HARAR,01,01,8,88,003,09,1. YES,Mashila,8,,,3,,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,2. Less,,2. Less,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,
130101088800407,1. RURAL,13. HARAR,01,01,8,88,004,07,1. YES,mashilaa,8,9,,2,3,4,3. Too Late,1. Very early,1. Very early,1. YES,,1. YES,62,3. Union,,4. Other (Specify),yelem,4. Other (Specify),yelem,1. YES,2. NO,2. NO,3. Other (Specify),yelem,2. Less,,2. Less,,2. Less,,2. Less,,4. Better,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
130101088800503,1. RURAL,13. HARAR,01,01,8,88,005,03,1. YES,mashila  Bokolo Lowze,8,,,4,3,2,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,581,2. Private,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,2. Less,,2. Less,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,,1. Much Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,4. Better,
130101088800702,1. RURAL,13. HARAR,01,01,8,88,007,02,1. YES,mashila  lowze,8,9,,3,2,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,2. Less,,2. Less,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,
130102088800104,1. RURAL,13. HARAR,01,02,8,88,001,04,1. YES,"71,chat 06 mashila,  02 bekolo.",11,10,12,10,11,12,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,1000,2. Private,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,3. About the Same Number,,"9. Not Applicable, explain",Ayishetem,1. More,,4. Better,,4. Better,,5. Much Better,,5. Much Better,,4. Better,,4. Better,,9. Not Applicable,yelem,9. Not Applicable,beder yelem,5. Much Better,,9. Not Applicable,yelem,5. Much Better,,5. Much Better,
130102088800111,1. RURAL,13. HARAR,01,02,8,88,001,11,1. YES,"71,chat 06 mashila,  02 bekolo.",11,10,12,10,11,12,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,1000,2. Private,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,3. About the Same Number,,"9. Not Applicable, explain",Ayishetem,1. More,,4. Better,,4. Better,,5. Much Better,,5. Much Better,,4. Better,,4. Better,,9. Not Applicable,yelem,9. Not Applicable,beder yelem,5. Much Better,,9. Not Applicable,yelem,5. Much Better,,5. Much Better,
130102088800301,1. RURAL,13. HARAR,01,02,8,88,003,01,1. YES,71chat Mashla 06  Beklo 02,2,12,8,1,2,12,2. The Right Amount,2. Right time,1. Very early,1. YES,,1. YES,200,2. Private,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,1. More,,"9. Not Applicable, explain",merte aysetem,3. About the Same Number,,5. Much Better,,"9. Not Applicable, explain",beboaw yelem,"9. Not Applicable, explain",begbrna yemprb beder selelala,4. Better,,3. About the Same,,4. Better,,9. Not Applicable,bedre yelem,3. About the Same,,4. Better,,1. Much Worse,,3. About the Same,,3. About the Same,
130102088800408,1. RURAL,13. HARAR,01,02,8,88,004,08,1. YES,"06,02",8,,,4,,,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,2. Private,,1. Government,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,3. About the Same Number,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,3. About the Same,,3. About the Same,,1. Much Worse,,3. About the Same,,1. Much Worse,,4. Better,,1. Much Worse,,3. About the Same,
130102088800415,1. RURAL,13. HARAR,01,02,8,88,004,15,1. YES,"06,02",8,,,4,,,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,2. Private,,1. Government,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,3. About the Same Number,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,3. About the Same,,3. About the Same,,1. Much Worse,,3. About the Same,,1. Much Worse,,4. Better,,1. Much Worse,,3. About the Same,
130102088800511,1. RURAL,13. HARAR,01,02,8,88,005,11,1. YES,"06,02",8,,,3,,,3. Too Late,1. Very early,1. Very early,1. YES,,1. YES,1000,2. Private,,2. Private,,2. Private,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,9. Not Applicable,bidir silmaybadaru,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,
130102088800608,1. RURAL,13. HARAR,01,02,8,88,006,08,1. YES,mashla,8,9,,2,3,,2. The Right Amount,1. Very early,1. Very early,1. YES,,1. YES,250,1. Government,,1. Government,,1. Government,,2. NO,1. YES,2. NO,3. Other (Specify),luka,3. About the Same Number,,1. More,,2. Less,,1. More,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,4. Better,,1. Much Worse,,3. About the Same,,2. Worse,,3. About the Same,,5. Much Better,,5. Much Better,,4. Better,
130103088800103,1. RURAL,13. HARAR,01,03,8,88,001,03,1. YES,Boqollo,9,,,3,,,3. Too Late,2. Right time,2. Right time,1. YES,,1. YES,30,3. Union,,3. Union,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,1. More,,1. More,,1. Much Worse,,1. Much Worse,,2. Worse,,1. Much Worse,,5. Much Better,,5. Much Better,,5. Much Better,,4. Better,,5. Much Better,,3. About the Same,,5. Much Better,,5. Much Better,
130103088800211,1. RURAL,13. HARAR,01,03,8,88,002,11,1. YES,Mashela,9,,,3,,,1. Too Much,1. Very early,1. Very early,1. YES,,1. YES,3000,3. Union,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,2. Less,,2. Less,,2. Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
130103088800305,1. RURAL,13. HARAR,01,03,8,88,003,05,1. YES,Mashil,9,,,4,,,1. Too Much,3. Too Late,2. Right time,1. YES,,1. YES,50,2. Private,,3. Union,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,1. More,,2. Less,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,
130103088800402,1. RURAL,13. HARAR,01,03,8,88,004,02,1. YES,"24, 02, 06",8,9,,1,2,,1. Too Much,1. Very early,1. Very early,1. YES,,1. YES,300,1. Government,,1. Government,,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,2. Less,,2. Less,,2. Less,,2. Less,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,4. Better,,3. About the Same,,3. About the Same,,2. Worse,
130104010100101,2. URBAN,13. HARAR,01,04,1,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130104010100202,2. URBAN,13. HARAR,01,04,1,1,002,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130104010100210,2. URBAN,13. HARAR,01,04,1,1,002,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130104010100219,2. URBAN,13. HARAR,01,04,1,1,002,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130104010100226,2. URBAN,13. HARAR,01,04,1,1,002,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130104010100305,2. URBAN,13. HARAR,01,04,1,1,003,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130104010100312,2. URBAN,13. HARAR,01,04,1,1,003,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130104010100321,2. URBAN,13. HARAR,01,04,1,1,003,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130105010100102,2. URBAN,13. HARAR,01,05,1,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130105010100203,2. URBAN,13. HARAR,01,05,1,1,002,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130105010100209,2. URBAN,13. HARAR,01,05,1,1,002,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130106010100101,2. URBAN,13. HARAR,01,06,1,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130106010100108,2. URBAN,13. HARAR,01,06,1,1,001,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130106010100201,2. URBAN,13. HARAR,01,06,1,1,002,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130106010100208,2. URBAN,13. HARAR,01,06,1,1,002,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130106010100304,2. URBAN,13. HARAR,01,06,1,1,003,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130107010100103,2. URBAN,13. HARAR,01,07,1,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130107010100208,2. URBAN,13. HARAR,01,07,1,1,002,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130107010100305,2. URBAN,13. HARAR,01,07,1,1,003,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130108010100203,2. URBAN,13. HARAR,01,08,1,1,002,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130108010100301,2. URBAN,13. HARAR,01,08,1,1,003,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130108010100309,2. URBAN,13. HARAR,01,08,1,1,003,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130108010100317,2. URBAN,13. HARAR,01,08,1,1,003,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130109010100303,2. URBAN,13. HARAR,01,09,1,1,003,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140101010100114,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140104010100403,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140107010100712,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140109010100904,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140202010200210,2. URBAN,14. ADDIS ABABA,02,02,1,2,002,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140205010200504,2. URBAN,14. ADDIS ABABA,02,05,1,2,005,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140208010200823,2. URBAN,14. ADDIS ABABA,02,08,1,2,008,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140301010300138,2. URBAN,14. ADDIS ABABA,03,01,1,3,001,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140303010300315,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140303010300329,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140305010300533,2. URBAN,14. ADDIS ABABA,03,05,1,3,005,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140307010300706,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140309010300913,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140311010301140,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140313010301371,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140401010400123,2. URBAN,14. ADDIS ABABA,04,01,1,4,001,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140405010400515,2. URBAN,14. ADDIS ABABA,04,05,1,4,005,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140501010500113,2. URBAN,14. ADDIS ABABA,05,01,1,5,001,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140504010500449,2. URBAN,14. ADDIS ABABA,05,04,1,5,004,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140509010500925,2. URBAN,14. ADDIS ABABA,05,09,1,5,009,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140602010600224,2. URBAN,14. ADDIS ABABA,06,02,1,6,002,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140606010600617,2. URBAN,14. ADDIS ABABA,06,06,1,6,006,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140701010700106,2. URBAN,14. ADDIS ABABA,07,01,1,7,001,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140702010700258,2. URBAN,14. ADDIS ABABA,07,02,1,7,002,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140705010700528,2. URBAN,14. ADDIS ABABA,07,05,1,7,005,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140707010700732,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140710010701008,2. URBAN,14. ADDIS ABABA,07,10,1,7,010,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140711010701116,2. URBAN,14. ADDIS ABABA,07,11,1,7,011,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140712010701250,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140712010701264,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140713010701371,2. URBAN,14. ADDIS ABABA,07,13,1,7,013,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140801010800119,2. URBAN,14. ADDIS ABABA,08,01,1,8,001,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140804010800447,2. URBAN,14. ADDIS ABABA,08,04,1,8,004,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140807010800749,2. URBAN,14. ADDIS ABABA,08,07,1,8,007,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140809010800932,2. URBAN,14. ADDIS ABABA,08,09,1,8,009,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140810010801022,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140810010801057,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140812010801246,2. URBAN,14. ADDIS ABABA,08,12,1,8,012,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140813010801344,2. URBAN,14. ADDIS ABABA,08,13,1,8,013,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140901010900115,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140901010900128,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140902010900263,2. URBAN,14. ADDIS ABABA,09,02,1,9,002,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140905010900503,2. URBAN,14. ADDIS ABABA,09,05,1,9,005,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140906010900663,2. URBAN,14. ADDIS ABABA,09,06,1,9,006,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140909010900935,2. URBAN,14. ADDIS ABABA,09,09,1,9,009,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140911010901147,2. URBAN,14. ADDIS ABABA,09,11,1,9,011,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140912010901207,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141001011000136,2. URBAN,14. ADDIS ABABA,10,01,1,10,001,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141004011000409,2. URBAN,14. ADDIS ABABA,10,04,1,10,004,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141005011000511,2. URBAN,14. ADDIS ABABA,10,05,1,10,005,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141007011000713,2. URBAN,14. ADDIS ABABA,10,07,1,10,007,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141008011000847,2. URBAN,14. ADDIS ABABA,10,08,1,10,008,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100105,2. URBAN,15. DIRE DAWA,01,01,1,1,001,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100117,2. URBAN,15. DIRE DAWA,01,01,1,1,001,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100305,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100318,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100330,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100344,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100357,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100370,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100383,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150101010100407,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
